Plaus_1; Plaus_2; Plaus_3; Belief_1; Belief_2; Belief_3
1.00524; 1.0107; 1.0165; 0.986443; 1.00969; 0.988542; 
1.00533; 1.01023; 1.01705; 0.988144; 1.01125; 0.99025; 
1.00524; 1.00959; 1.01735; 0.989704; 1.01259; 0.991985; 
1.00498; 1.00879; 1.01742; 0.991121; 1.01372; 0.993734; 
1.00457; 1.00786; 1.01726; 0.992396; 1.01465; 0.995488; 
1.00403; 1.00682; 1.01691; 0.993531; 1.01537; 0.997235; 
1.00338; 1.00569; 1.01636; 0.994529; 1.01589; 0.998965; 
1.00263; 1.0045; 1.01564; 0.995394; 1.01623; 1.00067; 
1.00181; 1.00327; 1.01476; 0.996131; 1.01638; 1.00233; 
1.00094; 1.00203; 1.01376; 0.996745; 1.01635; 1.00394; 
1.00002; 1.0008; 1.01264; 0.997244; 1.01617; 1.0055; 
0.999094; 0.999588; 1.01142; 0.997634; 1.01584; 1.00699; 
0.998161; 0.998426; 1.01012; 0.997924; 1.01537; 1.0084; 
0.997242; 0.997328; 1.00877; 0.998122; 1.01478; 1.00974; 
0.996353; 0.996309; 1.00738; 0.998236; 1.01407; 1.011; 
0.995505; 0.995383; 1.00596; 0.998275; 1.01327; 1.01217; 
0.99471; 0.994559; 1.00454; 0.998248; 1.01239; 1.01325; 
0.99398; 0.993848; 1.00313; 0.998164; 1.01144; 1.01424; 
0.993322; 0.993255; 1.00174; 0.998032; 1.01043; 1.01513; 
0.992743; 0.992784; 1.0004; 0.99786; 1.00937; 1.01594; 
0.992249; 0.992438; 0.999102; 0.997657; 1.00829; 1.01665; 
0.991844; 0.992215; 0.997871; 0.997428; 1.00718; 1.01728; 
0.99153; 0.992114; 0.996713; 0.997182; 1.00607; 1.01781; 
0.991308; 0.992132; 0.99564; 0.996925; 1.00496; 1.01826; 
0.991178; 0.992261; 0.994659; 0.996661; 1.00386; 1.01862; 
0.991139; 0.992496; 0.993776; 0.996398; 1.00278; 1.01891; 
0.991188; 0.992828; 0.992999; 0.996138; 1.00174; 1.01911; 
0.991321; 0.993248; 0.992329; 0.995887; 1.00073; 1.01924; 
0.991535; 0.993744; 0.991772; 0.995647; 0.999763; 1.01929; 
0.991823; 0.994305; 0.991327; 0.995423; 0.99885; 1.01928; 
0.992179; 0.994919; 0.990996; 0.995217; 0.997994; 1.0192; 
0.992596; 0.995574; 0.990778; 0.995032; 0.9972; 1.01906; 
0.993064; 0.996259; 0.99067; 0.994869; 0.996472; 1.01886; 
0.993576; 0.99696; 0.99067; 0.99473; 0.995814; 1.01861; 
0.994122; 0.997666; 0.990773; 0.994615; 0.995227; 1.0183; 
0.994693; 0.998367; 0.990976; 0.994527; 0.994714; 1.01796; 
0.99528; 0.99905; 0.991272; 0.994465; 0.994276; 1.01757; 
0.995875; 0.999708; 0.991655; 0.99443; 0.993914; 1.01714; 
0.996468; 1.00033; 0.992116; 0.994421; 0.993627; 1.01669; 
0.997053; 1.00091; 0.992648; 0.994438; 0.993414; 1.0162; 
0.99762; 1.00144; 0.99324; 0.994481; 0.993274; 1.01568; 
0.998165; 1.00191; 0.993884; 0.994548; 0.993205; 1.01515; 
0.99868; 1.00232; 0.994569; 0.994639; 0.993205; 1.01459; 
0.99916; 1.00267; 0.995286; 0.994753; 0.99327; 1.01402; 
0.9996; 1.00295; 0.996024; 0.994887; 0.993397; 1.01344; 
0.999997; 1.00316; 0.996774; 0.995039; 0.993582; 1.01285; 
1.00035; 1.00331; 0.997526; 0.995209; 0.993821; 1.01225; 
1.00065; 1.00339; 0.998271; 0.995393; 0.99411; 1.01165; 
1.0009; 1.0034; 0.999001; 0.99559; 0.994442; 1.01105; 
1.0011; 1.00336; 0.999706; 0.995797; 0.994813; 1.01045; 
1.00126; 1.00326; 1.00038; 0.996012; 0.995218; 1.00985; 
1.00136; 1.00311; 1.00101; 0.996233; 0.99565; 1.00926; 
1.00142; 1.00291; 1.0016; 0.996458; 0.996104; 1.00868; 
1.00144; 1.00267; 1.00214; 0.996684; 0.996574; 1.0081; 
1.00141; 1.0024; 1.00262; 0.99691; 0.997056; 1.00754; 
1.00134; 1.0021; 1.00304; 0.997134; 0.997543; 1.00699; 
1.00125; 1.00177; 1.00341; 0.997354; 0.998031; 1.00645; 
1.00112; 1.00144; 1.00371; 0.997569; 0.998514; 1.00593; 
1.00096; 1.00109; 1.00394; 0.997777; 0.998987; 1.00543; 
1.00079; 1.00074; 1.00412; 0.997977; 0.999448; 1.00494; 
1.0006; 1.0004; 1.00423; 0.998167; 0.99989; 1.00447; 
1.00039; 1.00007; 1.00429; 0.998348; 1.00031; 1.00401; 
1.00018; 0.999745; 1.00428; 0.998518; 1.00071; 1.00358; 
0.999963; 0.999445; 1.00423; 0.998676; 1.00108; 1.00316; 
0.999746; 0.999167; 1.00412; 0.998823; 1.00141; 1.00277; 
0.999531; 0.998917; 1.00397; 0.998957; 1.00172; 1.00239; 
0.999322; 0.998697; 1.00378; 0.999079; 1.00199; 1.00203; 
0.999123; 0.998508; 1.00355; 0.999189; 1.00223; 1.00169; 
0.998936; 0.998354; 1.00328; 0.999287; 1.00243; 1.00137; 
0.998764; 0.998233; 1.00299; 0.999373; 1.0026; 1.00108; 
0.998608; 0.998148; 1.00268; 0.999448; 1.00273; 1.0008; 
0.99847; 0.998097; 1.00235; 0.999511; 1.00283; 1.00054; 
0.998353; 0.99808; 1.00201; 0.999564; 1.00289; 1.00029; 
0.998255; 0.998095; 1.00166; 0.999608; 1.00293; 1.00007; 
0.99818; 0.998141; 1.0013; 0.999642; 1.00293; 0.999863; 
0.998125; 0.998215; 1.00095; 0.999667; 1.0029; 0.999674; 
0.998092; 0.998314; 1.0006; 0.999685; 1.00285; 0.999502; 
0.998081; 0.998436; 1.00026; 0.999696; 1.00277; 0.999346; 
0.998089; 0.998578; 0.999927; 0.9997; 1.00267; 0.999206; 
0.998118; 0.998735; 0.999611; 0.9997; 1.00254; 0.999081; 
0.998165; 0.998906; 0.999313; 0.999695; 1.00241; 0.998972; 
0.99823; 0.999085; 0.999035; 0.999685; 1.00225; 0.998877; 
0.99831; 0.99927; 0.99878; 0.999673; 1.00208; 0.998797; 
0.998404; 0.999458; 0.998549; 0.999659; 1.00191; 0.998731; 
0.99851; 0.999645; 0.998344; 0.999642; 1.00172; 0.998679; 
0.998627; 0.999828; 0.998166; 0.999625; 1.00153; 0.99864; 
0.99875; 1; 0.998016; 0.999607; 1.00133; 0.998614; 
0.99888; 1.00017; 0.997894; 0.999588; 1.00113; 0.9986; 
0.999013; 1.00032; 0.997802; 0.99957; 1.00093; 0.998598; 
0.999148; 1.00047; 0.997739; 0.999553; 1.00074; 0.998608; 
0.999281; 1.00059; 0.997704; 0.999536; 1.00054; 0.998628; 
0.999413; 1.0007; 0.997697; 0.999521; 1.00036; 0.99866; 
0.99954; 1.00079; 0.997717; 0.999507; 1.00017; 0.9987; 
0.999661; 1.00086; 0.997762; 0.999495; 1; 0.99875; 
0.999775; 1.00092; 0.997832; 0.999485; 0.999836; 0.998809; 
0.99988; 1.00095; 0.997925; 0.999477; 0.999682; 0.998875; 
0.999976; 1.00097; 0.998038; 0.999471; 0.999539; 0.998949; 
1.00006; 1.00097; 0.99817; 0.999467; 0.999407; 0.999029; 
1.00014; 1.00095; 0.998318; 0.999465; 0.999288; 0.999115; 
1.0002; 1.00092; 0.998479; 0.999466; 0.999181; 0.999205; 
1.00025; 1.00087; 0.998652; 0.999469; 0.999088; 0.9993; 
1.00029; 1.00081; 0.998833; 0.999474; 0.999008; 0.999398; 
1.00032; 1.00074; 0.99902; 0.999481; 0.998941; 0.999499; 
1.00034; 1.00066; 0.999211; 0.999491; 0.998888; 0.999602; 
1.00034; 1.00058; 0.999401; 0.999502; 0.998849; 0.999705; 
1.00034; 1.00048; 0.999591; 0.999515; 0.998822; 0.99981; 
1.00033; 1.00039; 0.999776; 0.99953; 0.998809; 0.999913; 
1.00031; 1.00029; 0.999955; 0.999546; 0.998808; 1.00002; 
1.00028; 1.00019; 1.00013; 0.999563; 0.998818; 1.00012; 
1.00024; 1.00009; 1.00029; 0.999582; 0.99884; 1.00022; 
1.0002; 1; 1.00043; 0.999601; 0.998872; 1.00031; 
1.00016; 0.999912; 1.00057; 0.999621; 0.998914; 1.0004; 
1.00011; 0.999829; 1.00069; 0.999642; 0.998965; 1.00049; 
1.00006; 0.999754; 1.0008; 0.999663; 0.999024; 1.00058; 
1.00001; 0.999686; 1.00089; 0.999684; 0.99909; 1.00065; 
0.999961; 0.999626; 1.00096; 0.999704; 0.999162; 1.00073; 
0.99991; 0.999576; 1.00102; 0.999725; 0.999239; 1.0008; 
0.99986; 0.999536; 1.00106; 0.999746; 0.99932; 1.00086; 
0.999812; 0.999505; 1.00108; 0.999765; 0.999404; 1.00092; 
0.999767; 0.999485; 1.00109; 0.999785; 0.999491; 1.00097; 
0.999725; 0.999474; 1.00109; 0.999803; 0.999578; 1.00102; 
0.999687; 0.999472; 1.00107; 0.999821; 0.999665; 1.00106; 
0.999653; 0.99948; 1.00104; 0.999837; 0.999751; 1.00109; 
0.999624; 0.999496; 1.001; 0.999853; 0.999835; 1.00113; 
0.999599; 0.999519; 1.00095; 0.999868; 0.999917; 1.00115; 
0.99958; 0.99955; 1.00088; 0.999881; 0.999996; 1.00117; 
0.999565; 0.999586; 1.00081; 0.999894; 1.00007; 1.00119; 
0.999556; 0.999628; 1.00074; 0.999905; 1.00014; 1.0012; 
0.999552; 0.999674; 1.00066; 0.999915; 1.00021; 1.0012; 
0.999552; 0.999723; 1.00057; 0.999925; 1.00027; 1.0012; 
0.999558; 0.999774; 1.00048; 0.999933; 1.00032; 1.0012; 
0.999567; 0.999826; 1.00039; 0.99994; 1.00037; 1.0012; 
0.999581; 0.999879; 1.0003; 0.999946; 1.00041; 1.00119; 
0.999599; 0.999931; 1.00021; 0.999951; 1.00044; 1.00117; 
0.99962; 0.999981; 1.00012; 0.999955; 1.00047; 1.00116; 
0.999645; 1.00003; 1.00003; 0.999958; 1.0005; 1.00114; 
0.999671; 1.00007; 0.999945; 0.999961; 1.00051; 1.00112; 
0.9997; 1.00012; 0.999865; 0.999963; 1.00052; 1.00109; 
0.99973; 1.00015; 0.999789; 0.999964; 1.00053; 1.00106; 
0.999762; 1.00019; 0.99972; 0.999965; 1.00053; 1.00104; 
0.999793; 1.00021; 0.999656; 0.999965; 1.00052; 1.00101; 
0.999825; 1.00024; 0.999599; 0.999965; 1.00051; 1.00097; 
0.999856; 1.00025; 0.999549; 0.999964; 1.00049; 1.00094; 
0.999886; 1.00027; 0.999505; 0.999963; 1.00047; 1.00091; 
0.999915; 1.00027; 0.99947; 0.999962; 1.00045; 1.00087; 
0.999942; 1.00028; 0.999441; 0.999961; 1.00043; 1.00083; 
0.999968; 1.00027; 0.999421; 0.99996; 1.0004; 1.0008; 
0.999991; 1.00027; 0.999408; 0.999958; 1.00037; 1.00076; 
1.00001; 1.00025; 0.999402; 0.999957; 1.00033; 1.00072; 
1.00003; 1.00024; 0.999403; 0.999956; 1.0003; 1.00069; 
1.00004; 1.00022; 0.999412; 0.999954; 1.00027; 1.00065; 
1.00006; 1.0002; 0.999426; 0.999953; 1.00023; 1.00061; 
1.00007; 1.00017; 0.999448; 0.999952; 1.00019; 1.00058; 
1.00007; 1.00015; 0.999474; 0.999951; 1.00016; 1.00054; 
1.00008; 1.00012; 0.999506; 0.99995; 1.00012; 1.00051; 
1.00008; 1.00009; 0.999543; 0.99995; 1.00009; 1.00047; 
1.00008; 1.00007; 0.999583; 0.999949; 1.00005; 1.00044; 
1.00008; 1.00004; 0.999627; 0.999949; 1.00002; 1.0004; 
1.00007; 1.00001; 0.999673; 0.999949; 0.999991; 1.00037; 
1.00007; 0.999986; 0.999721; 0.999949; 0.999962; 1.00034; 
1.00006; 0.999961; 0.999771; 0.999949; 0.999934; 1.00031; 
1.00005; 0.999939; 0.99982; 0.99995; 0.999909; 1.00028; 
1.00004; 0.999919; 0.99987; 0.99995; 0.999886; 1.00025; 
1.00003; 0.999901; 0.999919; 0.999951; 0.999865; 1.00023; 
1.00002; 0.999886; 0.999967; 0.999952; 0.999846; 1.0002; 
1; 0.999873; 1.00001; 0.999954; 0.99983; 1.00018; 
0.999993; 0.999863; 1.00006; 0.999955; 0.999816; 1.00015; 
0.999981; 0.999856; 1.0001; 0.999957; 0.999805; 1.00013; 
0.999969; 0.999852; 1.00013; 0.999958; 0.999796; 1.00011; 
0.999957; 0.99985; 1.00017; 0.99996; 0.99979; 1.00009; 
0.999946; 0.999852; 1.0002; 0.999962; 0.999786; 1.00007; 
0.999936; 0.999855; 1.00022; 0.999964; 0.999784; 1.00005; 
0.999927; 0.999861; 1.00024; 0.999966; 0.999784; 1.00004; 
0.999919; 0.999869; 1.00026; 0.999967; 0.999787; 1.00002; 
0.999912; 0.999879; 1.00027; 0.999969; 0.999792; 1.00001; 
0.999906; 0.99989; 1.00028; 0.999971; 0.999798; 0.999996; 
0.999901; 0.999903; 1.00029; 0.999973; 0.999806; 0.999984; 
0.999897; 0.999916; 1.00029; 0.999975; 0.999816; 0.999973; 
0.999895; 0.999931; 1.00028; 0.999977; 0.999827; 0.999964; 
0.999894; 0.999946; 1.00028; 0.999979; 0.999839; 0.999955; 
0.999894; 0.999961; 1.00027; 0.999981; 0.999853; 0.999947; 
0.999895; 0.999975; 1.00025; 0.999982; 0.999867; 0.99994; 
0.999897; 0.99999; 1.00024; 0.999984; 0.999882; 0.999934; 
0.9999; 1; 1.00022; 0.999985; 0.999897; 0.999929; 
0.999904; 1.00002; 1.0002; 0.999987; 0.999913; 0.999925; 
0.999909; 1.00003; 1.00018; 0.999988; 0.999929; 0.999921; 
0.999915; 1.00004; 1.00016; 0.999989; 0.999945; 0.999919; 
0.999921; 1.00005; 1.00013; 0.99999; 0.99996; 0.999917; 
0.999928; 1.00006; 1.00011; 0.999991; 0.999975; 0.999916; 
0.999935; 1.00007; 1.00009; 0.999992; 0.99999; 0.999915; 
0.999942; 1.00007; 1.00006; 0.999993; 1; 0.999916; 
0.99995; 1.00008; 1.00004; 0.999994; 1.00002; 0.999917; 
0.999957; 1.00008; 1.00002; 0.999994; 1.00003; 0.999919; 
0.999965; 1.00008; 0.999994; 0.999995; 1.00004; 0.999921; 
0.999972; 1.00008; 0.999972; 0.999995; 1.00005; 0.999924; 
0.999979; 1.00008; 0.999952; 0.999996; 1.00006; 0.999927; 
0.999986; 1.00007; 0.999933; 0.999996; 1.00007; 0.999931; 
0.999992; 1.00007; 0.999916; 0.999996; 1.00008; 0.999935; 
0.999997; 1.00006; 0.9999; 0.999996; 1.00008; 0.99994; 
1; 1.00006; 0.999886; 0.999996; 1.00009; 0.999945; 
1.00001; 1.00005; 0.999874; 0.999996; 1.00009; 0.999951; 
1.00001; 1.00004; 0.999864; 0.999996; 1.00009; 0.999956; 
1.00001; 1.00004; 0.999856; 0.999996; 1.0001; 0.999962; 
1.00002; 1.00003; 0.99985; 0.999996; 1.0001; 0.999968; 
1.00002; 1.00002; 0.999846; 0.999996; 1.0001; 0.999974; 
1.00002; 1.00001; 0.999843; 0.999996; 1.00009; 0.999981; 
1.00002; 1.00001; 0.999843; 0.999996; 1.00009; 0.999987; 
1.00002; 0.999998; 0.999844; 0.999996; 1.00009; 0.999993; 
1.00002; 0.999991; 0.999848; 0.999996; 1.00008; 1; 
1.00002; 0.999985; 0.999853; 0.999996; 1.00008; 1.00001; 
1.00002; 0.999979; 0.999859; 0.999996; 1.00008; 1.00001; 
1.00001; 0.999973; 0.999867; 0.999995; 1.00007; 1.00002; 
1.00001; 0.999969; 0.999876; 0.999995; 1.00006; 1.00002; 
1.00001; 0.999965; 0.999887; 0.999995; 1.00006; 1.00003; 
1.00001; 0.999962; 0.999898; 0.999995; 1.00005; 1.00003; 
1; 0.99996; 0.99991; 0.999995; 1.00005; 1.00004; 
1; 0.999958; 0.999922; 0.999995; 1.00004; 1.00004; 
0.999999; 0.999957; 0.999935; 0.999995; 1.00003; 1.00005; 
0.999996; 0.999958; 0.999948; 0.999995; 1.00003; 1.00005; 
0.999993; 0.999958; 0.999961; 0.999995; 1.00002; 1.00005; 
0.99999; 0.99996; 0.999974; 0.999995; 1.00001; 1.00006; 
0.999988; 0.999962; 0.999987; 0.999995; 1.00001; 1.00006; 
0.999985; 0.999965; 0.999999; 0.999995; 1; 1.00006; 
0.999983; 0.999968; 1.00001; 0.999995; 0.999996; 1.00007; 
0.999981; 0.999971; 1.00002; 0.999996; 0.999991; 1.00007; 
0.999979; 0.999975; 1.00003; 0.999996; 0.999986; 1.00007; 
0.999978; 0.999979; 1.00004; 0.999996; 0.999982; 1.00007; 
0.999977; 0.999983; 1.00005; 0.999996; 0.999978; 1.00007; 
0.999976; 0.999987; 1.00006; 0.999996; 0.999974; 1.00007; 
0.999975; 0.999992; 1.00006; 0.999996; 0.999971; 1.00007; 
0.999975; 0.999996; 1.00007; 0.999996; 0.999968; 1.00007; 
0.999975; 1; 1.00007; 0.999997; 0.999966; 1.00007; 
0.999975; 1; 1.00007; 0.999997; 0.999964; 1.00007; 
0.999975; 1.00001; 1.00007; 0.999997; 0.999962; 1.00007; 
0.999976; 1.00001; 1.00008; 0.999997; 0.999961; 1.00007; 
0.999977; 1.00001; 1.00007; 0.999997; 0.999961; 1.00007; 
0.999978; 1.00002; 1.00007; 0.999998; 0.999961; 1.00007; 
0.99998; 1.00002; 1.00007; 0.999998; 0.999961; 1.00007; 
0.999981; 1.00002; 1.00007; 0.999998; 0.999962; 1.00007; 
0.999983; 1.00002; 1.00006; 0.999998; 0.999962; 1.00006; 
0.999984; 1.00002; 1.00006; 0.999998; 0.999964; 1.00006; 
0.999986; 1.00002; 1.00005; 0.999998; 0.999965; 1.00006; 
0.999988; 1.00002; 1.00005; 0.999998; 0.999967; 1.00006; 
0.99999; 1.00002; 1.00004; 0.999999; 0.999969; 1.00006; 
0.999991; 1.00002; 1.00004; 0.999999; 0.999972; 1.00006; 
0.999993; 1.00002; 1.00003; 0.999999; 0.999974; 1.00005; 
0.999995; 1.00002; 1.00003; 0.999999; 0.999977; 1.00005; 
0.999996; 1.00002; 1.00002; 0.999999; 0.99998; 1.00005; 
0.999998; 1.00002; 1.00001; 0.999999; 0.999982; 1.00005; 
0.999999; 1.00001; 1.00001; 0.999999; 0.999985; 1.00004; 
1; 1.00001; 1; 0.999999; 0.999988; 1.00004; 
1; 1.00001; 0.999995; 0.999999; 0.999991; 1.00004; 
1; 1.00001; 0.999989; 0.999999; 0.999994; 1.00004; 
1; 1; 0.999984; 0.999999; 0.999997; 1.00004; 
1; 1; 0.999979; 1; 0.999999; 1.00003; 
1; 1; 0.999975; 1; 1; 1.00003; 
1; 0.999998; 0.999971; 1; 1; 1.00003; 
1; 0.999996; 0.999968; 1; 1.00001; 1.00003; 
1; 0.999994; 0.999965; 1; 1.00001; 1.00003; 
1; 0.999993; 0.999963; 1; 1.00001; 1.00002; 
1; 0.999991; 0.999961; 1; 1.00001; 1.00002; 
1; 0.99999; 0.99996; 1; 1.00001; 1.00002; 
1; 0.999989; 0.999959; 1; 1.00001; 1.00002; 
1; 0.999989; 0.999959; 1; 1.00002; 1.00002; 
1; 0.999988; 0.999959; 1; 1.00002; 1.00001; 
1; 0.999988; 0.99996; 1; 1.00002; 1.00001; 
1; 0.999988; 0.999961; 1; 1.00002; 1.00001; 
1; 0.999988; 0.999962; 1; 1.00002; 1.00001; 
1; 0.999988; 0.999964; 1; 1.00002; 1.00001; 
0.999999; 0.999989; 0.999967; 1; 1.00002; 1.00001; 
0.999998; 0.99999; 0.999969; 1; 1.00002; 1.00001; 
0.999998; 0.99999; 0.999972; 1; 1.00002; 1; 
0.999997; 0.999991; 0.999975; 1; 1.00002; 1; 
0.999997; 0.999992; 0.999978; 1; 1.00002; 1; 
0.999996; 0.999994; 0.999982; 1; 1.00001; 1; 
0.999996; 0.999995; 0.999985; 1; 1.00001; 1; 
