Plaus_1; Plaus_2; Plaus_3; Belief_1; Belief_2; Belief_3
-0.000289579; -0.000812599; 0.00116677; 0.000525928; 0.000992092; 0.000601868; 
-0.000317922; -0.000742182; 0.000979762; 0.000518659; 0.00105856; 0.000501068; 
-0.0003352; -0.000662563; 0.000789499; 0.000509343; 0.00111151; 0.000398392; 
-0.000341918; -0.00057557; 0.000598535; 0.000498098; 0.00115109; 0.000294592; 
-0.000338723; -0.000483061; 0.000409328; 0.000485065; 0.00117751; 0.000190411; 
-0.000326387; -0.000386893; 0.000224221; 0.0004704; 0.00119113; 8.65778e-005; 
-0.000305787; -0.000288888; 4.54137e-005; 0.000454276; 0.00119239; -1.62007e-005; 
-0.000277871; -0.000190809; -0.000125062; 0.000436876; 0.00118182; -0.000117239; 
-0.00024362; -9.43268e-005; -0.00028536; 0.000418391; 0.00116003; -0.000215877; 
-0.000204034; -1.00414e-006; -0.00043384; 0.000399016; 0.00112771; -0.000311494; 
-0.00016012; 8.77303e-005; -0.000569112; 0.000378947; 0.00108564; -0.000403551; 
-0.00011288; 0.000170597; -0.000690048; 0.000358378; 0.00103468; -0.000491585; 
-6.32989e-005; 0.000246479; -0.000795788; 0.000337499; 0.000975717; -0.000575205; 
-1.23356e-005; 0.000314436; -0.00088573; 0.000316495; 0.000909725; -0.000654088; 
3.90885e-005; 0.00037371; -0.000959524; 0.000295541; 0.000837692; -0.000727972; 
9.00985e-005; 0.000423729; -0.00101706; 0.000274802; 0.000760631; -0.000796656; 
0.000139874; 0.000464109; -0.00105846; 0.000254431; 0.000679566; -0.00085999; 
0.000187663; 0.000494646; -0.00108406; 0.00023457; 0.000595514; -0.000917876; 
0.000232789; 0.000515316; -0.00109439; 0.000215345; 0.000509484; -0.000970261; 
0.000274656; 0.000526262; -0.00109015; 0.000196867; 0.000422457; -0.00101713; 
0.000312749; 0.000527785; -0.0010722; 0.000179236; 0.000335383; -0.00105851; 
0.00034664; 0.000520332; -0.00104154; 0.000162532; 0.00024917; -0.00109447; 
0.000375985; 0.000504477; -0.000999267; 0.000146823; 0.000164677; -0.00112509; 
0.000400524; 0.000480909; -0.000946555; 0.00013216; 8.27043e-005; -0.00115049; 
0.000420081; 0.000450414; -0.000884611; 0.000118583; 3.99264e-006; -0.00117081; 
0.00043456; 0.00041386; -0.000814679; 0.000106113; -7.07867e-005; -0.00118621; 
0.000443944; 0.000372172; -0.000738018; 9.47609e-005; -0.000141034; -0.00119688; 
0.000448288; 0.000326319; -0.000655889; 8.45247e-005; -0.000206223; -0.00120301; 
0.000447713; 0.000277289; -0.000569544; 7.53902e-005; -0.000265922; -0.00120482; 
0.000442405; 0.000226078; -0.000480209; 6.73327e-005; -0.000319785; -0.00120251; 
0.000432607; 0.000173667; -0.000389079; 6.0318e-005; -0.000367558; -0.00119632; 
0.000418614; 0.000121008; -0.000297302; 5.43031e-005; -0.00040907; -0.00118648; 
0.000400783; 6.90093e-005; -0.000205971; 4.9238e-005; -0.000444231; -0.00117324; 
0.000379525; 1.85241e-005; -0.000116115; 4.50663e-005; -0.000473029; -0.00115683; 
0.000355291; -2.96646e-005; -2.86945e-005; 4.17263e-005; -0.000495522; -0.00113749; 
0.000328562; -7.48515e-005; 5.54096e-005; 3.91526e-005; -0.000511836; -0.00111547; 
0.000299842; -0.000116418; 0.000135398; 3.72767e-005; -0.000522157; -0.00109101; 
0.000269642; -0.000153838; 0.00021056; 3.60281e-005; -0.000526725; -0.00106434; 
0.000238475; -0.000186683; 0.000280261; 3.53356e-005; -0.000525828; -0.00103569; 
0.000206844; -0.000214627; 0.000343948; 3.51277e-005; -0.000519797; -0.0010053; 
0.000175236; -0.000237442; 0.000401146; 3.5334e-005; -0.000508998; -0.000973376; 
0.000144113; -0.000254999; 0.000451467; 3.58857e-005; -0.000493826; -0.000940139; 
0.000113905; -0.000267267; 0.000494611; 3.67161e-005; -0.00047469; -0.000905796; 
8.50033e-005; -0.000274307; 0.000530363; 3.77626e-005; -0.00045201; -0.000870543; 
5.77599e-005; -0.000276265; 0.000558596; 3.89677e-005; -0.000426213; -0.000834573; 
3.24794e-005; -0.000273368; 0.000579271; 4.02786e-005; -0.000397729; -0.000798066; 
9.41787e-006; -0.000265912; 0.000592432; 4.16474e-005; -0.000366985; -0.000761194; 
-1.12187e-005; -0.000254259; 0.000598203; 4.30308e-005; -0.000334404; -0.000724121; 
-2.92756e-005; -0.000238821; 0.000596784; 4.43903e-005; -0.0003004; -0.000687001; 
-4.46488e-005; -0.000220057; 0.000588449; 4.56915e-005; -0.000265375; -0.000649978; 
-5.72827e-005; -0.000198456; 0.000573539; 4.69043e-005; -0.000229717; -0.000613186; 
-6.71674e-005; -0.000174534; 0.000552459; 4.80028e-005; -0.000193796; -0.000576749; 
-7.4337e-005; -0.000148816; 0.000525686; 4.89649e-005; -0.000157964; -0.000540785; 
-7.88666e-005; -0.000121833; 0.00049376; 4.97722e-005; -0.00012255; -0.000505398; 
-8.08696e-005; -9.4112e-005; 0.000457273; 5.04099e-005; -8.78598e-005; -0.000470685; 
-8.04937e-005; -6.61627e-005; 0.000416858; 5.08665e-005; -5.41768e-005; -0.000436733; 
-7.7917e-005; -3.84745e-005; 0.000373178; 5.11335e-005; -2.17572e-005; -0.000403623; 
-7.33433e-005; -1.15072e-005; 0.000326914; 5.12056e-005; 9.16873e-006; -0.000371423; 
-6.69964e-005; 1.43149e-005; 0.000278758; 5.108e-005; 3.83979e-005; -0.000340195; 
-5.91079e-005; 3.86086e-005; 0.000229402; 5.07563e-005; 6.57541e-005; -0.000309993; 
-4.99144e-005; 6.1036e-005; 0.000179525; 5.02367e-005; 9.10869e-005; -0.000280864; 
-3.96548e-005; 8.13082e-005; 0.00012979; 4.9526e-005; 0.000114268; -0.000252845; 
-2.85672e-005; 9.91875e-005; 8.08295e-005; 4.86316e-005; 0.000135191; -0.000225968; 
-1.68864e-005; 0.000114489; 3.32445e-005; 4.75636e-005; 0.000153773; -0.000200257; 
-4.84125e-006; 0.000127082; -1.24079e-005; 4.63338e-005; 0.000169954; -0.000175731; 
7.34796e-006; 0.000136887; -5.56174e-005; 4.49561e-005; 0.000183696; -0.000152402; 
1.94716e-005; 0.000143877; -9.59266e-005; 4.34457e-005; 0.000194986; -0.000130276; 
3.13326e-005; 0.000148074; -0.000132937; 4.18188e-005; 0.00020383; -0.000109354; 
4.27499e-005; 0.000149546; -0.000166321; 4.00923e-005; 0.000210256; -8.96332e-005; 
5.35597e-005; 0.000148406; -0.000195818; 3.82838e-005; 0.000214313; -7.11039e-005; 
6.36173e-005; 0.000144804; -0.000221238; 3.64108e-005; 0.000216067; -5.37537e-005; 
7.27975e-005; 0.000138924; -0.000242458; 3.44911e-005; 0.000215605; -3.75661e-005; 
8.09951e-005; 0.000130982; -0.000259419; 3.25417e-005; 0.000213027; -2.25206e-005; 
8.8125e-005; 0.000121215; -0.000272127; 3.05795e-005; 0.00020845; -8.59374e-006; 
9.41224e-005; 0.000109884; -0.000280642; 2.86204e-005; 0.000202003; 4.24089e-006; 
9.89422e-005; 9.72592e-005; -0.00028508; 2.66797e-005; 0.000193833; 1.60124e-005; 
0.000102559; 8.36225e-005; -0.000285607; 2.47712e-005; 0.000184098; 2.6752e-005; 
0.000104965; 6.92577e-005; -0.000282432; 2.29082e-005; 0.000172965; 3.64912e-005; 
0.000106171; 5.44471e-005; -0.000275802; 2.11022e-005; 0.000160611; 4.52576e-005; 
0.000106204; 3.94662e-005; -0.000265997; 1.93637e-005; 0.000147217; 5.30761e-005; 
0.000105106; 2.45797e-005; -0.000253317; 1.77017e-005; 0.00013297; 5.99699e-005; 
0.000102932; 1.00375e-005; -0.000238076; 1.61241e-005; 0.000118055; 6.59612e-005; 
9.97506e-005; -3.92909e-006; -0.000220597; 1.46371e-005; 0.000102656; 7.10716e-005; 
9.56444e-005; -1.71103e-005; -0.000201209; 1.32456e-005; 8.69573e-005; 7.5323e-005; 
9.07094e-005; -2.93204e-005; -0.000180246; 1.19534e-005; 7.11349e-005; 7.87379e-005; 
8.50515e-005; -4.03994e-005; -0.000158037; 1.07629e-005; 5.53599e-005; 8.13398e-005; 
7.87843e-005; -5.02151e-005; -0.000134908; 9.67501e-006; 3.97948e-005; 8.31533e-005; 
7.20269e-005; -5.86635e-005; -0.000111179; 8.68988e-006; 2.45929e-005; 8.42047e-005; 
6.49007e-005; -6.56696e-005; -8.71553e-005; 7.80639e-006; 9.89633e-006; 8.4522e-005; 
5.75278e-005; -7.11866e-005; -6.31323e-005; 7.02245e-006; -4.16422e-006; 8.41348e-005; 
5.00284e-005; -7.51958e-005; -3.93878e-005; 6.3351e-006; -1.74709e-005; 8.30747e-005; 
4.25191e-005; -7.77054e-005; -1.61822e-005; 5.74056e-006; -2.99192e-005; 8.13753e-005; 
3.51105e-005; -7.87486e-005; 6.244e-006; 5.23439e-006; -4.14194e-005; 7.90719e-005; 
2.79061e-005; -7.83825e-005; 2.76718e-005; 4.81153e-006; -5.18981e-005; 7.62018e-005; 
2.10007e-005; -7.6685e-005; 4.79048e-005; 4.46647e-006; -6.12984e-005; 7.28041e-005; 
1.44789e-005; -7.37531e-005; 6.67687e-005; 4.19329e-006; -6.95793e-005; 6.89195e-005; 
8.41491e-006; -6.97001e-005; 8.41092e-005; 3.98577e-006; -7.67147e-005; 6.45901e-005; 
2.8711e-006; -6.46524e-005; 9.97929e-005; 3.83754e-006; -8.26933e-005; 5.98593e-005; 
-2.10198e-006; -5.87473e-005; 0.000113708; 3.74209e-006; -8.75173e-005; 5.47717e-005; 
-6.46597e-006; -5.21293e-005; 0.000125767; 3.69291e-006; -9.12017e-005; 4.93727e-005; 
-1.01947e-005; -4.49481e-005; 0.000135904; 3.68355e-006; -9.37732e-005; 4.37081e-005; 
-1.32735e-005; -3.7355e-005; 0.000144075; 3.70768e-006; -9.52691e-005; 3.78243e-005; 
-1.56988e-005; -2.95011e-005; 0.000150261; 3.7592e-006; -9.57364e-005; 3.17678e-005; 
-1.74774e-005; -2.15338e-005; 0.000154466; 3.83223e-006; -9.52304e-005; 2.55848e-005; 
-1.86261e-005; -1.35953e-005; 0.000156712; 3.92133e-006; -9.38137e-005; 1.93215e-005; 
-1.91707e-005; -5.8198e-006; 0.000157046; 4.02152e-006; -9.15551e-005; 1.30229e-005; 
-1.91454e-005; 1.66785e-006; 0.000155531; 4.12828e-006; -8.85274e-005; 6.73366e-006; 
-1.85917e-005; 8.75416e-006; 0.000152251; 4.23753e-006; -8.4806e-005; 4.96976e-007; 
-1.75576e-005; 1.53382e-005; 0.000147305; 4.34561e-006; -8.04678e-005; -5.64517e-006; 
